time,open,high,low,close,volume,symbol,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,daily_return,volatility_20d
2025-02-10 07:00:00,1.27,1.27,1.26,1.26,722097700,VNINDEX,1.26,1.26,1.26,,0.0,0.0,0.0,,,,
2025-02-11 07:00:00,1.27,1.27,1.26,1.27,571767200,VNINDEX,1.2650000000000001,1.2650000000000001,1.2650000000000001,,0.0007977207977210021,0.00015954415954420043,0.0006381766381768017,,,0.7936507936507908,
2025-02-12 07:00:00,1.27,1.27,1.27,1.27,461579300,VNINDEX,1.2666666666666666,1.2666666666666666,1.2666666666666666,,0.001413624889408549,0.0004103603055170702,0.0010032645838914788,,,0.0,
2025-02-13 07:00:00,1.27,1.27,1.26,1.27,471455600,VNINDEX,1.2675,1.2675,1.2675,,0.0018800611448401838,0.0007043004733816929,0.0011757606714584909,,,0.0,
2025-02-14 07:00:00,1.27,1.28,1.27,1.28,612731000,VNINDEX,1.27,1.27,1.27,,0.003021798254994712,0.0011678000297042968,0.0018539982252904152,,,0.7874015748031482,
2025-02-17 07:00:00,1.28,1.28,1.27,1.27,739384500,VNINDEX,1.27,1.27,1.27,,0.003084164386825572,0.0015510729011285521,0.0015330914856970198,,,-0.78125,
2025-02-18 07:00:00,1.27,1.28,1.27,1.28,630728100,VNINDEX,1.2714285714285716,1.2714285714285716,1.2714285714285716,,0.003895600366045082,0.002019978394111858,0.001875621971933224,,,0.7874015748031482,
2025-02-19 07:00:00,1.28,1.29,1.28,1.29,736575500,VNINDEX,1.27375,1.27375,1.27375,,0.005284667297159595,0.0026729161747214058,0.0026117511224381896,,,0.78125,
2025-02-20 07:00:00,1.29,1.3,1.29,1.29,713812400,VNINDEX,1.2755555555555556,1.2755555555555556,1.2755555555555556,,0.006312743470572313,0.0034008816338915874,0.0029118618366807255,,,0.0,
2025-02-21 07:00:00,1.29,1.3,1.29,1.3,667595300,VNINDEX,1.278,1.278,1.278,,0.007843996957199506,0.0042895046985531714,0.0035544922586463346,,,0.7751937984496138,
2025-02-24 07:00:00,1.3,1.3,1.29,1.3,807663000,VNINDEX,1.28,1.28,1.28,,0.008954306703620185,0.0052224650995665745,0.0037318416040536106,,,0.0,
2025-02-25 07:00:00,1.31,1.31,1.3,1.3,827899600,VNINDEX,1.2816666666666667,1.2816666666666667,1.2816666666666667,,0.009722164120860244,0.0061224049038253086,0.0035997592170349353,,,0.0,
2025-02-26 07:00:00,1.3,1.31,1.3,1.3,710467500,VNINDEX,1.283076923076923,1.283076923076923,1.283076923076923,,0.010212967919314808,0.0069405175069232085,0.0032724504123915997,,,0.0,
2025-02-27 07:00:00,1.31,1.31,1.3,1.31,846430300,VNINDEX,1.2850000000000001,1.2850000000000001,1.2850000000000001,87.59757155967395,0.0112788345087671,0.007808180907291988,0.0034706536014751117,,,0.7692307692307665,
2025-02-28 07:00:00,1.31,1.31,1.3,1.31,752261600,VNINDEX,1.2866666666666666,1.2866666666666666,1.2866666666666666,87.59757155967395,0.011985381443423204,0.008643621014518231,0.003341760428904973,,,0.0,
2025-03-03 07:00:00,1.31,1.31,1.3,1.31,801877900,VNINDEX,1.288125,1.288125,1.288125,87.59757155967397,0.012402358313100548,0.009395368474234694,0.0030069898388658534,,,0.0,
2025-03-04 07:00:00,1.31,1.31,1.3,1.31,935915000,VNINDEX,1.2894117647058825,1.2894117647058825,1.2894117647058825,87.59757155967397,0.012587712176088894,0.010033837214605535,0.0025538749614833593,,,0.0,
2025-03-05 07:00:00,1.31,1.32,1.3,1.3,770489000,VNINDEX,1.29,1.29,1.29,67.28944444678862,0.011791761929984546,0.010385422157681337,0.0014063397723032087,,,-0.7633587786259555,
2025-03-06 07:00:00,1.31,1.32,1.31,1.32,983991300,VNINDEX,1.291578947368421,1.291578947368421,1.291578947368421,78.18329887662955,0.012629216729418857,0.010834181072028841,0.001795035657390016,,,1.538461538461533,
2025-03-07 07:00:00,1.32,1.33,1.32,1.33,892234400,VNINDEX,1.2935,1.2935,1.2935,81.50073655113007,0.013939140384480853,0.011455172934519245,0.002483967449961608,1.332039112053792,1.2549608879462082,0.7575757575757569,
2025-03-10 07:00:00,1.33,1.34,1.33,1.33,856954000,VNINDEX,1.297,1.2952380952380953,1.2952380952380953,81.50073655113009,0.014806583243751836,0.012125454996365763,0.002681128247386073,1.335443396531031,1.2585566034689688,0.0,0.5769258631566037
2025-03-11 07:00:00,1.32,1.33,1.32,1.33,847458500,VNINDEX,1.3,1.2968181818181819,1.2968181818181819,81.50073655113009,0.01531746772615783,0.012763857542324179,0.002553610183833651,1.338933141071383,1.2610668589286171,0.0,0.5663752236053949
2025-03-12 07:00:00,1.34,1.34,1.33,1.33,851270200,VNINDEX,1.303,1.2982608695652174,1.2982608695652174,81.50073655113009,0.015543175309511215,0.013319721095761586,0.002223454213749629,1.341443396531031,1.2645566034689688,0.0,0.5663752236053949
2025-03-13 07:00:00,1.34,1.34,1.32,1.33,997593300,VNINDEX,1.306,1.2995833333333333,1.2995833333333333,81.50073655113007,0.015542881532258024,0.013764353183060875,0.0017785283491971483,1.3429352206750653,1.2690647793249348,0.0,0.5663752236053949
2025-03-14 07:00:00,1.33,1.33,1.32,1.33,940130200,VNINDEX,1.3085,1.3008000000000002,1.3008000000000002,81.50073655113009,0.01536552450982609,0.01408458744841392,0.0012809370614121698,1.3447883191297574,1.2722116808702426,0.0,0.5529884129303034
2025-03-17 07:00:00,1.33,1.34,1.33,1.34,837533300,VNINDEX,1.312,1.3023076923076924,1.3023076923076924,85.04752229448388,0.015849184683022433,0.014437506895335624,0.0014116777876868082,1.3460896650490708,1.2779103349509293,0.7518796992481258,0.5158077983062459
2025-03-18 07:00:00,1.34,1.34,1.33,1.33,810147700,VNINDEX,1.3145000000000002,1.3033333333333332,1.3033333333333332,70.49263227470549,0.015249782429167524,0.014599962002102005,0.000649820427065519,1.3459391643119138,1.2830608356880866,-0.7462686567164201,0.5478293805577785
