time,open,high,low,close,volume,symbol,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,daily_return,volatility_20d
2025-02-10,2202.13,2212.26,2176.24,2184.82,3900000,VNHEAL,2184.82,2184.82,2184.82,,0.0,0.0,0.0,,,,
2025-02-11,2180.79,2238.87,2180.79,2216.78,3225500,VNHEAL,2200.8,2200.8,2200.8,,2.5495156695155856,0.5099031339031171,2.0396125356124686,,,1.4628207358043266,
2025-02-12,2220.93,2220.93,2197.2,2200.52,1974100,VNHEAL,2200.706666666667,2200.706666666667,2200.706666666667,,3.220851129454786,1.052092733013451,2.1687583964413353,,,-0.7334963325183463,
2025-02-13,2201.48,2228.19,2195.1,2215.04,2442500,VNHEAL,2204.29,2204.29,2204.29,,4.868411947020377,1.8153565758148362,3.0530553712055406,,,0.6598440368640102,
2025-02-14,2207.35,2224.19,2200.38,2221.27,2310000,VNHEAL,2207.686,2207.686,2207.686,,6.6007355283377365,2.7724323663194164,3.82830316201832,,,0.2812590291823236,
2025-02-17,2215.74,2280.39,2215.74,2234.17,2742900,VNHEAL,2212.1,2212.1,2212.1,,8.911806875201364,4.000307268095806,4.911499607105558,,,0.5807488508826175,
2025-02-18,2233.88,2242.32,2212.62,2228.14,2058300,VNHEAL,2214.3914285714286,2214.3914285714286,2214.3914285714286,,10.139890615619152,5.228223937600475,4.911666678018676,,,-0.2698988886253195,
2025-02-19,2226.99,2246.07,2165.79,2199.96,3335000,VNHEAL,2212.5875,2212.5875,2212.5875,,8.738532969329754,5.930285743946332,2.808247225383422,,,-1.2647320186343736,
2025-02-20,2194.46,2233.84,2185.95,2233.84,4223800,VNHEAL,2214.948888888889,2214.948888888889,2214.948888888889,,10.243696830848421,6.79296796132675,3.4507288695216713,,,1.5400280005090972,
2025-02-21,2246.09,2246.09,2203.39,2225.51,2108000,VNHEAL,2216.005,2216.005,2216.005,,10.641717556188269,7.562717880299054,3.0789996758892144,,,-0.37290047630984535,
2025-02-24,2218.99,2220.12,2184.36,2196.49,2521100,VNHEAL,2214.2309090909093,2214.2309090909093,2214.2309090909093,,8.517298266283888,7.753633957496021,0.7636643087878667,,,-1.3039707752380503,
2025-02-25,2196.08,2197.81,2168.98,2171.64,2713100,VNHEAL,2210.681666666667,2210.681666666667,2210.681666666667,,4.773467788253129,7.157600723647443,-2.384132935394314,,,-1.1313504727997858,
2025-02-26,2171.64,2197.15,2171.64,2192.35,2503700,VNHEAL,2209.2715384615385,2209.2715384615385,2209.2715384615385,,3.437948550043984,6.413670288926752,-2.9757217388827675,,,0.9536571439096697,
2025-02-27,2194.43,2201.04,2162.32,2172.42,3599600,VNHEAL,2206.639285714286,2206.639285714286,2206.639285714286,42.286455983868436,0.7625651178282169,5.283449254707045,-4.520884136878828,,,-0.9090701758386999,
2025-02-28,2172.69,2172.85,2148.9,2159.36,2395800,VNHEAL,2203.487333333333,2203.487333333333,2203.487333333333,39.10093473682586,-2.3840465754215074,3.749950088681335,-6.133996664102842,,,-0.6011728855377818,
2025-03-03,2159.36,2164.31,2152.12,2162.87,1708500,VNHEAL,2200.94875,2200.94875,2200.94875,40.40041906576594,-4.542172015142114,2.0915256679166454,-6.6336976830587595,,,0.16254816241847436,
2025-03-04,2161.18,2170.15,2143.03,2145.98,2407800,VNHEAL,2197.7152941176473,2197.7152941176473,2197.7152941176473,36.377840370109595,-7.528598818169485,0.16750077069941938,-7.696099588868904,,,-0.780906850619778,
2025-03-05,2145.73,2156.95,2122.34,2156.95,5275100,VNHEAL,2195.4505555555556,2195.4505555555556,2195.4505555555556,40.520218186344785,-8.907496184436695,-1.6474986203278037,-7.259997564108891,,,0.5111883614945079,
2025-03-06,2165.17,2171.18,2148.53,2171.18,5501600,VNHEAL,2194.173157894737,2194.173157894737,2194.173157894737,45.47913678663711,-8.751162255621239,-3.068231347386491,-5.682930908234748,,,0.6597278564639986,
2025-03-07,2184.52,2184.52,2158.94,2168.17,5190200,VNHEAL,2192.873,2192.873,2192.873,44.63150846921111,-8.76906402357963,-4.208397882625119,-4.5606661409545115,2249.46312043216,2136.28287956784,-0.13863429103067038,
2025-03-10,2169.97,2169.97,2137.77,2147.79,3375800,VNHEAL,2191.0215,2190.7261904761904,2190.7261904761904,39.29180011113634,-10.30891225746609,-5.428500757593314,-4.880411499872777,2251.040204549411,2131.0027954505886,-0.9399631947679454,0.8853288835375424
2025-03-11,2147.78,2161.48,2127.87,2156.27,1850400,VNHEAL,2187.996,2189.16,2189.16,42.38081120272034,-10.721398340910582,-6.487080274256767,-4.234318066653815,2248.6446979597304,2127.34730204027,0.39482444745528866,0.8168233902972186
