time,open,high,low,close,volume,symbol,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,daily_return,volatility_20d
2025-02-10,97.27447,97.40182,96.4675,96.63451,62028000,UPCOMINDEX,96.63451,96.63451,96.63451,,0.0,0.0,0.0,,,,
2025-02-11,96.63242,96.97986,96.44706,96.75223,56845200,UPCOMINDEX,96.69337,96.69337,96.69337,,0.00939076923076243,0.0018781538461524862,0.007512615384609944,,,0.12181983434280674,
2025-02-12,96.75223,97.04929,96.65722,96.80487,50922100,UPCOMINDEX,96.73053666666665,96.73053666666665,96.73053666666665,,0.020840394477318114,0.005670601972385612,0.015169792504932502,,,0.05440701470136311,
2025-02-13,96.80487,97.78172,96.78222,97.73681,58620700,UPCOMINDEX,96.982105,96.982105,96.982105,,0.10391619323769419,0.025319720225447328,0.07859647301224686,,,0.9626995005519889,
2025-02-14,97.73681,98.77253,97.58834,98.35027,91014900,UPCOMINDEX,97.255738,97.255738,97.255738,,0.21675681969398397,0.06360714011915466,0.1531496795748293,,,0.6276652573375285,
2025-02-17,98.35027,99.45297,98.35027,99.39322,91049700,UPCOMINDEX,97.611985,97.611985,97.611985,,0.38589284532559986,0.12806428116044372,0.25782856416515615,,,1.0604444705642369,
2025-02-18,99.38938,100.11864,99.15164,99.50731,80209600,UPCOMINDEX,97.88274571428572,97.88274571428572,97.88274571428572,,0.5231103828395476,0.2070735014962645,0.3160368813432831,,,0.11478650153400327,
2025-02-19,99.51994,100.02325,99.00916,99.33944,72147200,UPCOMINDEX,98.0648325,98.0648325,98.0648325,,0.6112642896343488,0.28791165912388134,0.3233526305104674,,,-0.1687011738132682,
2025-02-20,99.33944,100.09556,99.33944,100.08408,81225100,UPCOMINDEX,98.28919333333334,98.28919333333334,98.28919333333334,,0.7327662474976933,0.37688257679864373,0.3558836706990495,,,0.7495915016231258,
2025-02-21,100.0845,100.66272,99.99518,100.60847,73532600,UPCOMINDEX,98.521121,98.521121,98.521121,,0.8614411575330934,0.47379429294553366,0.3876468645875597,,,0.5239494632912622,
2025-02-24,100.60847,101.18474,99.81958,100.2066,68447300,UPCOMINDEX,98.67434636363636,98.67434636363636,98.67434636363636,,0.9203798345404977,0.5631114012645265,0.35726843327597113,,,-0.39943953029004664,
2025-02-25,100.20029,100.68515,99.54491,99.96753,73982200,UPCOMINDEX,98.78211166666667,98.78211166666667,98.78211166666667,,0.9369970904917153,0.6378885391099643,0.29910855138175096,,,-0.2385770997119896,
2025-02-26,99.96833,100.41027,99.59056,99.72564,62395800,UPCOMINDEX,98.85469076923076,98.85469076923076,98.85469076923076,,0.9200422102199894,0.6943192733319694,0.22572293688802003,,,-0.24196856719376214,
2025-02-27,99.72564,100.2913,99.26746,99.8137,62731000,UPCOMINDEX,98.92319142857143,98.92319142857143,98.92319142857143,74.14888787649964,0.9032983899476079,0.7361150966550971,0.1671832932925108,,,0.0883022660972621,
2025-02-28,99.8137,100.00554,99.32232,99.57839,66660000,UPCOMINDEX,98.96687133333333,98.96687133333333,98.96687133333333,68.90116431210794,0.8611148454043018,0.7611150464049381,0.09999979899936373,,,-0.23574920076101513,
2025-03-03,99.57815,99.67608,99.14314,99.46241,52730400,UPCOMINDEX,98.9978425,98.9978425,98.9978425,66.40654324461894,0.8089998193899959,0.7706920010019498,0.03830781838804609,,,-0.11647105360911292,
2025-03-04,99.46081,99.54169,98.61812,99.10321,57740500,UPCOMINDEX,99.0040405882353,99.0040405882353,99.0040405882353,59.251455631699486,0.7302954563372879,0.7626126920690175,-0.03231723573172962,,,-0.3611414603768459,
2025-03-05,99.09694,99.55802,98.38374,98.69227,59444300,UPCOMINDEX,98.98672,98.98672,98.98672,52.30767106669474,0.6275285000272106,0.7355958536606562,-0.10806735363344555,,,-0.41465861701150963,
2025-03-06,98.69707,99.3453,98.68316,99.3453,51323800,UPCOMINDEX,99.00559263157895,99.00559263157895,99.00559263157895,60.27481315292105,0.5919553177326691,0.7068677464750588,-0.11491242874238972,,,0.661683027454929,
2025-03-07,99.34386,99.52585,98.83477,99.07918,67878700,UPCOMINDEX,99.009272,99.009272,99.009272,56.15770347773652,0.5361097154479779,0.6727161402696427,-0.13660642482166474,101.35480149760848,96.66374250239151,-0.26787376956937115,
