time,open,high,low,close,volume,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,daily_return,volatility_20d,symbol
2025-02-10,20.323,20.697,20.323,20.604,14300,20.604,20.604,20.604,,0.0,0.0,0.0,,,,,BSA
2025-02-11,20.51,20.697,20.51,20.697,24100,20.6505,20.6505,20.6505,,0.0074188034188047425,0.0014837606837609487,0.005935042735043794,,,0.45136866627839556,,BSA
2025-02-12,20.697,20.697,20.697,20.697,8100,20.666,20.666,20.666,,0.013146711471502925,0.0038163508413093447,0.00933036063019358,,,0.0,,BSA
2025-02-13,20.604,20.604,20.604,20.604,400,20.6505,20.6505,20.6505,,0.010065765228212342,0.005066233718689944,0.004999531509522398,,,-0.44934048412813565,,BSA
2025-02-14,20.604,20.604,20.135,20.135,3100,20.5474,20.5474,20.5474,,-0.029875896531954993,-0.0019221923314390434,-0.02795370420051595,,,-2.276257037468443,,BSA
2025-02-17,20.604,20.604,20.604,20.604,0,20.556833333333334,20.556833333333334,20.556833333333334,,-0.023415649802377203,-0.0062208838256266755,-0.01719476597675053,,,2.3292773777005005,,BSA
2025-02-18,20.604,20.604,20.51,20.51,4000,20.550142857142855,20.550142857142855,20.550142857142855,,-0.025585933421051976,-0.010093893744711736,-0.01549203967634024,,,-0.45622209279750914,,BSA
2025-02-19,20.042,20.042,20.042,20.042,8000,20.486625,20.486625,20.486625,,-0.06432805382404894,-0.020940725760579176,-0.04338732806346976,,,-2.2818137493905377,,BSA
2025-02-20,20.135,20.135,20.135,20.135,32014,20.447555555555553,20.447555555555553,20.447555555555553,,-0.08652968030703434,-0.03405851666987021,-0.05247116363716413,,,0.46402554635265325,,BSA
2025-02-21,20.135,20.135,20.135,20.135,5200,20.4163,20.4163,20.4163,,-0.10293802378735606,-0.04783441809336739,-0.05510360569398867,,,0.0,,BSA
2025-02-24,20.135,20.135,20.135,20.135,4,20.390727272727272,20.390727272727272,20.390727272727272,,-0.11462048065898145,-0.0611916306064902,-0.05342885005249125,,,0.0,,BSA
2025-02-25,20.135,20.135,20.135,20.135,36100,20.369416666666666,20.369416666666666,20.369416666666666,,-0.12246718640559351,-0.07344674176631087,-0.04902044463928264,,,0.0,,BSA
2025-02-26,20.135,20.135,20.135,20.135,23300,20.351384615384614,20.351384615384614,20.351384615384614,,-0.1272192528862064,-0.08420124399028997,-0.04301800889591642,,,0.0,,BSA
2025-02-27,20.135,20.135,20.135,20.135,500,20.335928571428575,20.335928571428575,20.335928571428575,36.069581412285686,-0.12949258983955048,-0.09325951316014207,-0.03623307667940841,,,0.0,,BSA
2025-02-28,20.042,20.135,19.667,20.042,18201,20.316333333333333,20.316333333333333,20.316333333333333,32.79388213674643,-0.1372167986794679,-0.10205097026400724,-0.03516582841546066,,,-0.4618822945120393,,BSA
2025-03-03,20.135,20.135,19.667,19.667,9200,20.275750000000002,20.275750000000002,20.275750000000002,23.518902319918098,-0.1716193349651114,-0.11596464320422809,-0.05565469176088331,,,-1.8710707514220104,,BSA
2025-03-04,19.854,19.854,19.573,19.573,26100,20.234411764705882,20.234411764705882,20.234411764705882,21.85063560267855,-0.20411568863659113,-0.1335948522907007,-0.07052083634589043,,,-0.47795800071185335,,BSA
2025-03-05,20.323,20.323,20.135,20.135,1100,20.22888888888889,20.22888888888889,20.22888888888889,46.35218780113694,-0.1824177812437462,-0.1433594380813098,-0.03905834316243639,,,2.8713023041945673,,BSA
2025-03-06,20.229,20.229,20.229,20.229,585,20.228894736842104,20.228894736842104,20.228894736842104,49.219914734760145,-0.1558405856368914,-0.14585566759242613,-0.009984918044465274,,,0.4668487707971014,,BSA
2025-03-07,20.323,20.323,20.323,20.323,100,20.233600000000003,20.233600000000003,20.233600000000003,51.98403012119521,-0.12574345989776603,-0.14183322605349413,0.016089766155728102,20.854991104911523,19.612208895088482,0.46467942063375123,,BSA
2025-03-10,20.323,20.323,20.229,20.229,2344,20.214850000000002,20.23338095238095,20.23338095238095,49.10545751721806,-0.10822869232554311,-0.13511231930790393,0.026883626982360825,20.81131265158587,19.618387348414135,-0.4625301382669922,1.2425523378692969,BSA
2025-03-11,20.135,20.135,20.042,20.042,26200,20.182100000000002,20.22468181818182,20.22468181818182,43.89773548006479,-0.10819029958575399,-0.12972791536347394,0.021537615777719954,20.73761849654175,19.626581503458254,-0.9244154431756302,1.2493895853330694,BSA
2025-03-12,20.042,20.229,19.948,20.229,12210,20.158700000000003,20.224869565217393,20.224869565217393,49.64837575822071,-0.09200990299947875,-0.12218431289067491,0.030174409891196158,20.65964231204801,19.657757687951996,0.9330406147090908,1.2726176742227897,BSA
2025-03-13,19.948,20.042,19.948,20.042,32240,20.1306,20.21725,20.21725,44.712651201040835,-0.09320178712134464,-0.11638780773680887,0.023186020615464237,20.58748068233921,19.673719317660794,-0.9244154431756302,1.283736536107159,BSA
2025-03-14,20.042,20.042,19.854,20.042,1700,20.12595,20.210240000000002,20.210240000000002,44.712651201040835,-0.09307347083937145,-0.11172494035732139,0.018651469517949937,20.5845320135569,19.6673679864431,0.0,1.1802030640452659,BSA
2025-03-17,20.042,20.042,20.042,20.042,0,20.09785,20.203769230769232,20.203769230769232,44.712651201040835,-0.09191227180546946,-0.10776240664695101,0.015850134841481553,20.498280439454984,19.69741956054502,0.0,1.0435457307843,BSA
2025-03-18,20.042,20.042,20.042,20.042,2021,20.074450000000002,20.19777777777778,20.19777777777778,44.712651201040835,-0.0899550671856808,-0.10420093875469698,0.014245871569016175,20.425069586926984,19.72383041307302,0.0,1.0410924035989315,BSA
2025-03-19,20.042,20.042,20.042,20.042,0,20.07445,20.19221428571429,20.19221428571429,44.712651201040835,-0.08739651579199048,-0.10084005416215569,0.013443538370165209,20.42506958692698,19.723830413073017,0.0,0.906977098637452,BSA
2025-03-20,20.042,20.042,20.042,20.042,0,20.0698,20.18703448275862,20.18703448275862,44.712651201040835,-0.08439598104432022,-0.0975512395385886,0.01315525849426838,20.419503995130928,19.720096004869074,0.0,0.9004986331448246,BSA
2025-03-21,20.135,20.135,20.135,20.135,1000,20.0698,20.185299999999998,20.185299999999998,48.67137280853917,-0.07366455375148107,-0.0927739023811671,0.019109348629686038,20.419503995130928,19.720096004869074,0.46402554635265325,0.9069770986374519,BSA
2025-03-24,20.135,20.135,20.042,20.042,18600,20.06515,20.18067741935484,20.18067741935484,45.18697934097071,-0.07183606167017942,-0.08858633423896957,0.01675027256879015,20.413674876405814,19.716625123594184,-0.4618822945120393,0.9129419052552458,BSA
2025-03-25,20.042,20.135,20.042,20.042,13600,20.0605,20.17634375,20.17634375,45.18697934097071,-0.06958483782676339,-0.08478603495652834,0.015201197129764948,20.40757954495522,19.713420455044783,0.0,0.9129419052552458,BSA
2025-03-26,20.135,20.135,20.042,20.042,900,20.055850000000003,20.17227272727273,20.17227272727273,45.1869793409707,-0.06702806885740387,-0.08123444173670345,0.014206372879299586,20.401214658539967,19.71048534146004,0.0,0.9129419052552458,BSA
2025-03-27,20.042,20.135,19.761,19.761,37000,20.03715,20.160176470588237,20.160176470588237,35.5756430107259,-0.08667700406537548,-0.08232295420243786,-0.004354049862937623,20.404284723586812,19.67001527641319,-1.4020556830655728,0.9638025727640963,BSA
2025-03-28,19.854,19.854,19.854,19.854,0,20.02775,20.151428571428575,20.151428571428575,40.115539175884685,-0.09366489342700035,-0.08459134204735036,-0.009073551379649991,20.403878687384637,19.651621312615365,0.4706239562775272,0.9673795501065585,BSA
2025-03-31,19.854,19.854,19.854,19.854,7,20.037100000000002,20.143166666666666,20.143166666666666,40.11553917588468,-0.09807232932653775,-0.08728753950318785,-0.010784789823349905,20.38360003417636,19.690599965823644,0.0,0.8664641699279909,BSA
2025-04-01,20.042,20.042,20.042,20.042,501,20.06055,20.140432432432434,20.140432432432434,48.6063565853575,-0.08541066424125532,-0.08691216445080135,0.0015015002095460361,20.329635370918062,19.791464629081936,0.9469124609650548,0.8791797216813613,BSA
2025-04-02,20.042,20.042,20.042,20.042,0,20.0559,20.13784210526316,20.13784210526316,48.6063565853575,-0.07451721536542166,-0.08443317463372542,0.009915959268303756,20.322773437379883,19.78902656262012,0.0,0.5951911425776143,BSA
2025-04-03,20.042,20.042,18.918,18.918,4330,19.99035,20.106564102564104,20.106564102564104,24.509856847930166,-0.1547970806009893,-0.0985059558271782,-0.056291124773811096,20.555517613703184,19.425182386296814,-5.6082227322622575,1.3737954419370682,BSA
2025-04-04,19.761,19.761,19.48,19.48,2252,19.9482,20.0909,20.0909,40.41543192778769,-0.17109843278725023,-0.1130244512191926,-0.058073981568057625,20.534263980699794,19.362136019300205,2.970715720477868,1.5523185465380045,BSA
2025-04-08,19.48,19.48,19.105,19.105,2593,19.892000000000003,20.066853658536584,20.066853658536584,35.1009850848543,-0.2118348376877428,-0.13278652851290265,-0.07904830917484015,20.572627574181986,19.21137242581802,-1.9250513347022546,1.5990845884819669,BSA
2025-04-09,19.105,19.105,18.731,18.918,16404,19.8358,20.0395,20.0395,32.78577045064493,-0.25625413112615547,-0.15748004903555324,-0.09877408209060223,20.63888132903999,19.03271867096001,-0.9788013609002943,1.6002963631835383,BSA
2025-04-10,19.761,20.135,19.761,20.135,37801,19.8311,20.041720930232557,20.041720930232557,54.03465487961705,-0.19105267577305085,-0.16419457438305277,-0.026858101389998085,20.625545957222627,19.03665404277737,6.433026747013448,2.1847810882857432,BSA
