time,open,high,low,close,volume,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,daily_return,volatility_20d,symbol
2025-02-10,17.671,18.161,15.707,17.671,30006,17.671,17.671,17.671,,0.0,0.0,0.0,,,,,LLM
2025-02-11,18.063,18.063,15.511,15.511,5100,16.591,16.591,16.591,,-0.17230769230769383,-0.034461538461538765,-0.13784615384615506,,,-12.223416897742068,,LLM
2025-02-12,18.26,18.26,15.511,16.394,5616,16.525333333333332,16.525333333333332,16.525333333333332,,-0.23490422967346447,-0.07455007670392391,-0.16035415296954056,,,5.692734188640314,,LLM
2025-02-13,17.082,17.082,15.609,15.904,7755,16.369999999999997,16.369999999999997,16.369999999999997,,-0.3203584486389701,-0.12371175109093316,-0.19664669754803696,,,-2.9888983774551625,,LLM
2025-02-14,16.885,17.867,15.707,16.591,10415,16.4142,16.4142,16.4142,,-0.3288555324593645,-0.16474050736461943,-0.16411502509474507,,,4.319668008048305,,LLM
2025-02-17,17.278,17.278,15.707,16.198,21500,16.37816666666667,16.37816666666667,16.37816666666667,,-0.363115577817684,-0.20441552145523234,-0.15870005636245166,,,-2.3687541438129123,,LLM
2025-02-18,16.1,17.671,16.1,17.671,16012,16.562857142857144,16.562857142857144,16.562857142857144,,-0.2683151509295598,-0.21719544735009783,-0.051119703579461995,,,9.093715273490544,,LLM
2025-02-19,17.671,18.652,17.671,18.652,68860,16.823999999999998,16.823999999999998,16.823999999999998,,-0.11272717942541988,-0.19630179376516224,0.08357461433974236,,,5.551468507724522,,LLM
2025-02-20,21.303,21.303,19.634,21.107,61121,17.29988888888889,17.29988888888889,17.29988888888889,,0.2062973245100217,-0.11578197011012546,0.32207929462014717,,,13.162127385803114,,LLM
2025-02-21,21.107,21.107,18.554,19.045,59017,17.4744,17.4744,17.4744,,0.28940430252770355,-0.03474471558255966,0.3241490181102632,,,-9.769270858009182,,LLM
2025-02-24,20.027,20.027,18.26,18.947,21802,17.608272727272727,17.608272727272727,17.608272727272727,,0.3434008886950899,0.04088440527297025,0.3025164834221196,,,-0.5145707534786159,,LLM
2025-02-25,19.634,21.303,18.947,19.634,33900,17.777083333333334,17.777083333333334,17.777083333333334,,0.4365959247100477,0.12002670916038574,0.316569215549662,,,3.625903837019062,,LLM
2025-02-26,21.107,21.107,19.634,20.616,52400,17.995461538461537,17.995461538461537,17.995461538461537,,0.582972708770658,0.2126159090824402,0.3703567996882178,,,5.0015279616990815,,LLM
2025-02-27,20.518,21.303,19.634,21.303,32341,18.231714285714286,18.231714285714286,18.231714285714286,67.53015539312837,0.745815229515916,0.31925577316913534,0.4265594563467806,,,3.332363213038425,,LLM
2025-02-28,21.401,23.757,21.401,21.597,46709,18.45606666666667,18.45606666666667,18.45606666666667,68.6236294296005,0.8883520736380852,0.4330750332629253,0.4552770403751599,,,1.3800873116462498,,LLM
2025-03-03,25.524,25.524,20.714,22.383,14100,18.7015,18.7015,18.7015,71.39695254232396,1.0526034236068682,0.5569807113317139,0.4956227122751543,,,3.639394360327808,,LLM
2025-03-04,21.401,22.579,19.634,20.616,20800,18.814117647058822,18.814117647058822,18.814117647058822,58.81174175488769,1.0283376331424492,0.651252095693861,0.3770855374485882,,,-7.894384130813559,,LLM
2025-03-05,20.616,21.107,19.634,19.634,23100,18.859666666666666,18.859666666666666,18.859666666666666,53.19936416141145,0.9192708442242612,0.7048558453999411,0.21441499882432014,,,-4.7632906480403525,,LLM
2025-03-06,22.579,22.579,16.885,18.947,69000,18.864263157894737,18.864263157894737,18.864263157894737,49.63102583186288,0.7685402165051762,0.7175927196209881,0.05094749688418809,,,-3.499032290923909,,LLM
2025-03-07,19.536,19.634,18.947,19.634,15300,18.90275,18.90275,18.90275,53.024289624319735,0.6964915455970022,0.713372484816191,-0.016880939219188762,23.007619297233276,14.797880702766724,3.625903837019062,,LLM
2025-03-10,21.499,21.499,18.947,19.83,20800,19.0107,18.94690476190476,18.94690476190476,53.97689805639573,0.6477412587533102,0.7002462396036149,-0.05250498085030464,23.092670427186,14.928729572814001,0.9982683100743461,6.330529292836167,LLM
2025-03-11,19.83,19.83,18.652,18.947,35204,19.182499999999997,18.94690909090909,18.94690909090909,49.14204168927838,0.5317261763686112,0.6665422269566141,-0.13481605058800294,22.91888285539708,15.446117144602916,-4.452849218356025,5.697947029870286,LLM
2025-03-12,20.125,20.125,17.965,18.652,9806,19.295399999999997,18.93408695652174,18.93408695652174,47.60777952390692,0.41123884770403407,0.6154815511060981,-0.20424270340206407,22.80668750715385,15.784112492846145,-1.5569747189528638,5.624446391624775,LLM
2025-03-13,19.536,19.536,17.965,18.947,5300,19.44755,18.934625,18.934625,49.31203963351121,0.33568622441749696,0.5595224857683779,-0.22383626135088097,22.583763303366098,16.3113366966339,1.5815998284366195,5.554986794591988,LLM
2025-03-14,19.438,19.634,17.867,18.849,8300,19.56045,18.9312,18.9312,48.744774768865845,0.26484942583781645,0.5005878737822657,-0.2357384479444492,22.413469340609993,16.707430659390006,-0.517232279516544,5.509083965760321,LLM
2025-03-17,21.597,21.597,17.671,18.652,23200,19.68315,18.920461538461538,18.920461538461538,47.56036246963547,0.19061718278151218,0.438593735582115,-0.24797655280060282,22.10592668236912,17.260373317630883,-1.0451482837285808,5.47708922586331,LLM
2025-03-18,18.849,18.849,17.18,17.671,18900,19.68315,18.874185185185187,18.874185185185187,42.07744547684087,0.05202933215014838,0.3612808548957217,-0.3092515227455733,22.10592668236912,17.260373317630883,-5.259489598970624,5.276605006592214,LLM
2025-03-19,17.671,17.965,17.18,17.278,20200,19.614449999999998,18.81717857142857,18.81717857142857,40.08381881982124,-0.08849424691602792,0.2713258345333718,-0.3598200814493997,22.230548137141998,16.998351862857998,-2.223982796672519,5.14093585665698,LLM
2025-03-20,18.063,18.456,17.376,17.671,9400,19.44265,18.777655172413795,18.777655172413795,42.99259574261383,-0.16623215932495228,0.18381423576170697,-0.35004639508665925,22.09705418728453,16.78824581271547,2.274568815835165,4.120259762657655,LLM
2025-03-21,18.456,19.045,17.572,18.652,5700,19.423,18.773466666666664,18.773466666666664,49.57350917159903,-0.1469871373168452,0.11765396114599655,-0.2646410984628418,22.09555533151326,16.750444668486736,5.551468507724522,3.775038764442927,LLM
2025-03-24,18.554,18.554,17.671,17.867,7701,19.369,18.744225806451613,18.744225806451613,45.08809894934308,-0.19285514415018667,0.055552140086759905,-0.24840728423694658,22.124410447980857,16.613589552019143,-4.208663950246628,3.8883682152053183,LLM
2025-03-25,18.26,18.26,18.063,18.063,200,19.29045,18.7229375,18.7229375,46.392318272750344,-0.21095850968457341,0.0022500101324932423,-0.21320851981706665,22.10302967185399,16.47787032814601,1.0969944590585978,3.796743409473142,LLM
2025-03-26,18.063,18.947,17.671,17.671,7600,19.1432,18.691060606060603,18.691060606060603,44.13455906420685,-0.2540086278703768,-0.04900171746808077,-0.20500691040229604,21.971897122444588,16.314502877555412,-2.1701821402867694,3.59851087449404,LLM
2025-03-27,18.456,18.456,17.671,17.769,2300,18.966500000000003,18.663941176470587,18.663941176470587,44.85707271393797,-0.2770250039091664,-0.0946063747562979,-0.1824186291528685,21.66568065540755,16.267319344592458,0.5545809518419986,3.4863178375402275,LLM
2025-03-28,18.554,19.241,17.965,19.241,12900,18.8487,18.68042857142857,18.68042857142857,54.39731958767161,-0.1744762956328998,-0.1105803589316183,-0.06389593670128149,21.2541661524383,16.4432338475617,8.284090269570598,4.019241930772409,LLM
2025-03-31,18.947,18.947,17.867,18.652,4902,18.66215,18.67963888888889,18.67963888888889,50.62323314689091,-0.13912928720410989,-0.11629014458611661,-0.022839142617993274,20.399429576324955,16.924870423675046,-3.0611714567849835,3.9344793136116976,LLM
2025-04-01,18.947,20.616,18.456,18.456,6100,18.55415,18.673594594594594,18.673594594594594,49.3951049159598,-0.12548557077467137,-0.11812922982382758,-0.0073563409508437955,20.028695749856915,17.079604250143085,-1.0508256487240075,3.568739037738621,LLM
2025-04-02,19.339,19.339,19.339,19.339,0,18.5394,18.691105263157894,18.691105263157894,54.72415405605879,-0.04292726792226631,-0.10308883744351532,0.060161569521249014,19.973820242320567,17.104979757679434,4.784351972258349,3.6057079499899922,LLM
2025-04-03,21.99,21.99,16.493,17.376,18800,18.46085,18.657384615384615,18.657384615384615,43.7053172175267,-0.1343482298706995,-0.10934071592895217,-0.025007513941747328,19.971331035264853,16.950368964735148,-10.150473137183912,4.201521601113453,LLM
2025-04-04,17.572,17.572,17.572,17.572,508,18.35775,18.63025,18.63025,44.8983214366303,-0.18880797806538752,-0.12523416835623924,-0.06357380970914828,19.811497082180193,16.904002917819806,1.1279926335174828,4.11340083008072,LLM
2025-04-08,20.027,20.027,15.02,15.02,24700,18.117250000000002,18.54219512195122,18.54219512195122,34.6129039839942,-0.43290256165876784,-0.18676784701674498,-0.24613471464202286,20.056040059479606,16.178459940520398,-14.523104939676756,5.153959614552221,LLM
