time,open,high,low,close,volume,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,daily_return,volatility_20d,symbol
2025-02-10,4.49,4.49,4.42,4.43,788400,4.43,4.43,4.43,,0.0,0.0,0.0,,,,,HPX
2025-02-11,4.45,4.48,4.41,4.42,700600,4.425,4.425,4.425,,-0.000797720797720558,-0.0001595441595441116,-0.0006381766381764464,,,-0.22573363431150906,,HPX
2025-02-12,4.43,4.49,4.41,4.43,642200,4.426666666666667,4.426666666666667,4.426666666666667,,-0.0006159040916875469,-0.0002508161459727987,-0.0003650879457147482,,,0.2262443438914019,,HPX
2025-02-13,4.43,4.43,4.36,4.38,1591000,4.415,4.415,4.415,,-0.004455040244035757,-0.0010916609655853904,-0.0033633792784503666,,,-1.1286681715575564,,HPX
2025-02-14,4.4,4.48,4.4,4.42,963200,4.4159999999999995,4.4159999999999995,4.4159999999999995,,-0.004221257568592485,-0.0017175802861868093,-0.0025036772824056754,,,0.9132420091324311,,HPX
2025-02-17,4.47,4.64,4.47,4.52,3259000,4.433333333333333,4.433333333333333,4.433333333333333,,0.003987218972778095,-0.0005766204343938284,0.004563839407171923,,,2.262443438914019,,HPX
2025-02-18,4.62,4.63,4.52,4.53,1662300,4.447142857142857,4.447142857142857,4.447142857142857,,0.011170643967039595,0.0017728324458928563,0.00939781152114674,,,0.22123893805310324,,HPX
2025-02-19,4.59,4.79,4.57,4.7,3836400,4.47875,4.47875,4.47875,,0.030232636267762736,0.0074647932102668325,0.022767843057495903,,,3.7527593818984517,,HPX
2025-02-20,4.76,4.76,4.61,4.64,2055100,4.496666666666666,4.496666666666666,4.496666666666666,,0.04003638936641796,0.013979112441497058,0.0260572769249209,,,-1.276595744680864,,HPX
2025-02-21,4.62,4.66,4.59,4.6,1642000,4.507,4.507,4.507,,0.04407025416603183,0.019997340786404014,0.024072913379627817,,,-0.8620689655172376,,HPX
2025-02-24,4.6,4.62,4.56,4.6,1654400,4.515454545454546,4.515454545454546,4.515454545454546,,0.046728464431643246,0.02534356551545186,0.021384898916191386,,,0.0,,HPX
2025-02-25,4.63,4.72,4.55,4.57,1919100,4.52,4.52,4.52,,0.0458854272957927,0.029451937871520027,0.016433489424272675,,,-0.6521739130434634,,HPX
2025-02-26,4.57,4.6,4.51,4.58,1362500,4.524615384615385,4.524615384615385,4.524615384615385,,0.0454997380606299,0.032661497909342,0.0128382401512879,,,0.2188183807439792,,HPX
2025-02-27,4.59,4.71,4.55,4.67,2784100,4.534999999999999,4.534999999999999,4.534999999999999,70.2043657469114,0.05185853153096609,0.03650090463366682,0.015357626897299269,,,1.9650655021834051,,HPX
2025-02-28,4.72,4.85,4.7,4.73,2869500,4.548,4.548,4.548,74.18192581726197,0.061035836597114645,0.04140789102635639,0.019627945570758254,,,1.2847965738758127,,HPX
2025-03-03,4.73,4.75,4.64,4.65,1440200,4.554375,4.554375,4.554375,62.249623187810904,0.06114870140282047,0.04535605310164921,0.01579264830117126,,,-1.6913319238900604,,HPX
2025-03-04,4.6,4.64,4.55,4.57,1826400,4.555294117647058,4.555294117647058,4.555294117647058,53.058550143776955,0.054158510565093465,0.04711654459433806,0.007041965970755404,,,-1.7204301075268824,,HPX
2025-03-05,4.58,4.59,4.5,4.5,2245000,4.552222222222222,4.552222222222222,4.552222222222222,46.578115427826255,0.04248062873422409,0.046189361422315264,-0.0037087326880911736,,,-1.5317286652078876,,HPX
2025-03-06,4.5,4.53,4.44,4.5,2061100,4.549473684210526,4.549473684210526,4.549473684210526,46.578115427826255,0.03284718138828069,0.04352092541550835,-0.010673744027227663,,,0.0,,HPX
2025-03-07,4.54,4.7,4.53,4.66,3903700,4.555,4.555,4.555,59.644212885358904,0.03768881459144957,0.0423545032506966,-0.004665688659247026,4.761983345376283,4.3480166546237164,3.5555555555555562,,HPX
