time,open,high,low,close,volume,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,daily_return,volatility_20d,symbol
2025-02-10,8.93,8.93,8.82,8.9,8900,8.9,8.9,8.9,,0.0,0.0,0.0,,,,,FUEKIV30
2025-02-11,9.51,9.51,8.9,8.9,900,8.9,8.9,8.9,,0.0,0.0,0.0,,,0.0,,FUEKIV30
2025-02-12,8.93,8.96,8.93,8.96,400,8.92,8.92,8.92,,0.004786324786325125,0.0009572649572650249,0.0038290598290600998,,,0.6741573033707926,,FUEKIV30
2025-02-13,8.87,8.89,8.81,8.81,500,8.8925,8.8925,8.8925,,-0.0034840626293615173,6.899943993971653e-05,-0.003553062069301234,,,-1.6741071428571508,,FUEKIV30
2025-02-14,9.01,9.01,9.01,9.01,100,8.916,8.916,8.916,,0.006030409482328025,0.0012612814484173785,0.004769128033910647,,,2.2701475595913623,,FUEKIV30
2025-02-17,9.02,9.02,8.9,8.9,1700,8.913333333333334,8.913333333333334,8.913333333333334,,0.004641116584281235,0.0019372484755901499,0.0027038681086910855,,,-1.220865704772467,,FUEKIV30
2025-02-18,8.85,8.9,8.85,8.9,1300,8.911428571428571,8.911428571428571,8.911428571428571,,0.0034997490250212593,0.0022497485854763716,0.0012500004395448877,,,0.0,,FUEKIV30
2025-02-19,8.9,8.9,8.9,8.9,100,8.91,8.91,8.91,,0.0025656320025255752,0.0023129252688862123,0.0002527067336393629,,,0.0,,FUEKIV30
2025-02-20,8.9,8.95,8.9,8.95,900,8.914444444444445,8.914444444444445,8.914444444444445,,0.005793139953532034,0.0030089682058153768,0.002784171747716657,,,0.561797752808979,,FUEKIV30
2025-02-21,8.92,9.0,8.92,9.0,200,8.923,8.923,8.923,,0.012244399573797082,0.004856054479411719,0.007388345094385363,,,0.5586592178770999,,FUEKIV30
2025-02-24,9.0,9.05,9.0,9.05,300,8.934545454545455,8.934545454545455,8.934545454545455,,0.021147871930713436,0.008114417969672062,0.013033453961041374,,,0.5555555555555536,,FUEKIV30
2025-02-25,9.05,9.1,9.05,9.1,9600,8.948333333333332,8.948333333333332,8.948333333333332,,0.03187112951028226,0.0128657602777941,0.01900536923248816,,,0.5524861878452914,,FUEKIV30
2025-02-26,9.1,9.1,9.06,9.07,700,8.957692307692309,8.957692307692309,8.957692307692309,,0.03751617599558266,0.017795843421351813,0.019720332574230844,,,-0.3296703296703174,,FUEKIV30
2025-02-27,9.07,9.07,9.07,9.07,33300,8.965714285714286,8.965714285714286,8.965714285714286,63.94596132387612,0.04151139844423213,0.022538954425927876,0.018972444018304252,,,0.0,,FUEKIV30
2025-02-28,9.06,9.06,9.05,9.05,300,8.971333333333332,8.971333333333332,8.971333333333332,60.988667218641844,0.04257305251717014,0.02654577404417633,0.01602727847299381,,,-0.22050716648290836,,FUEKIV30
2025-03-03,9.05,9.08,9.02,9.08,1500,8.978125,8.978125,8.978125,63.70047139115192,0.04531283217525939,0.030299185670392942,0.015013646504866446,,,0.33149171270716593,,FUEKIV30
2025-03-04,9.08,9.15,9.05,9.15,2000,8.988235294117647,8.988235294117647,8.988235294117647,69.09821838829879,0.05252704322162316,0.03474475718063899,0.01778228604098417,,,0.7709251101321701,,FUEKIV30
2025-03-05,9.13,9.15,9.11,9.11,32400,8.995,8.995,8.995,63.305289795899256,0.05438972089929628,0.03867374992437045,0.01571597097492583,,,-0.43715846994536456,,FUEKIV30
2025-03-06,9.12,9.15,9.12,9.13,15600,9.002105263157894,9.002105263157894,9.002105263157894,64.89023389519923,0.05682469946842161,0.04230393983318068,0.01452075963524093,,,0.2195389681668658,,FUEKIV30
2025-03-07,9.15,9.18,9.15,9.18,1500,9.011,9.011,9.011,68.54775491212897,0.062073475276500645,0.046257846921844675,0.01581562835465597,9.217718725757845,8.804281274242154,0.5476451259583737,,FUEKIV30
2025-03-10,9.25,9.25,9.25,9.25,400,9.0285,9.022380952380953,9.022380952380953,72.81715217217572,0.0710624195674292,0.05121876145096158,0.01984365811646762,9.254054288015336,8.802945711984663,0.7625272331154731,0.8064099502718686,FUEKIV30
2025-03-11,9.16,9.26,9.16,9.26,5600,9.0465,9.033181818181818,9.033181818181818,73.37321051854694,0.07809293239288628,0.056593595639346524,0.02149933675353976,9.28590936093909,8.80709063906091,0.108108108108107,0.8053877592008226,FUEKIV30
2025-03-12,9.26,9.28,9.26,9.28,500,9.0625,9.04391304347826,9.04391304347826,74.49686715740025,0.08430666258499109,0.06213620902847544,0.022170453556515646,9.319681074854193,8.805318925145807,0.21598272138227959,0.7977165282590982,FUEKIV30
2025-03-13,9.27,9.27,9.27,9.27,400,9.0855,9.053333333333333,9.053333333333333,72.84167123955744,0.08741648923025735,0.06719226506883183,0.020224224161425525,9.329542705494886,8.841457294505114,-0.10775862068965747,0.6734592352637914,FUEKIV30
2025-03-14,9.27,9.27,9.27,9.27,100,9.0985,9.062000000000001,9.062000000000001,72.84167123955744,0.08885676379016516,0.0715251648130985,0.017331598977066667,9.353081183411831,8.843918816588168,0.0,0.47973448281424497,FUEKIV30
2025-03-17,9.27,9.28,9.23,9.28,500,9.117500000000001,9.070384615384615,9.070384615384615,73.52390727835099,0.08977029213436438,0.07517419027735167,0.014596101857012711,9.366360561253424,8.868639438746579,0.10787486515642097,0.3572129848091668,FUEKIV30
