time,open,high,low,close,volume,symbol
2025-02-10,17.7,17.8,16.65,16.7,1698100,GIL
2025-02-11,16.7,16.7,16.0,16.45,681400,GIL
2025-02-12,16.35,16.65,16.35,16.45,213400,GIL
2025-02-13,16.3,16.4,16.0,16.15,606400,GIL
2025-02-14,16.35,16.85,16.15,16.6,613900,GIL
2025-02-17,16.85,16.85,16.55,16.6,406900,GIL
2025-02-18,16.6,17.1,16.55,16.75,451100,GIL
2025-02-19,16.7,17.05,16.7,16.95,588600,GIL
2025-02-20,16.95,17.15,16.9,17.0,454000,GIL
2025-02-21,16.9,17.05,16.8,16.95,573100,GIL
2025-02-24,17.0,17.65,16.9,17.5,830500,GIL
2025-02-25,17.6,17.6,17.4,17.45,577500,GIL
2025-02-26,17.6,17.6,17.3,17.3,482300,GIL
2025-02-27,17.35,17.4,17.05,17.25,396300,GIL
2025-02-28,17.25,17.55,17.25,17.35,550900,GIL
2025-03-03,17.65,17.8,17.5,17.5,575900,GIL
2025-03-04,17.5,17.5,17.3,17.4,557200,GIL
2025-03-05,17.5,17.6,17.1,17.1,676700,GIL
2025-03-06,17.15,17.45,17.05,17.2,360600,GIL
2025-03-07,17.15,17.35,16.95,16.95,577000,GIL
2025-03-10,17.0,17.1,16.9,16.95,384800,GIL
2025-03-11,16.8,17.3,16.65,17.25,438100,GIL
2025-03-12,17.1,18.1,17.1,18.0,1806200,GIL
2025-03-13,18.1,18.3,17.5,17.5,729100,GIL
2025-03-14,17.5,17.8,17.4,17.5,461200,GIL
2025-03-17,17.45,17.7,17.35,17.7,526800,GIL
2025-03-18,17.75,17.9,17.4,17.45,516000,GIL
2025-03-19,17.4,17.55,17.15,17.2,394700,GIL
2025-03-20,17.2,17.3,16.9,17.0,458100,GIL
2025-03-21,17.0,17.2,16.95,17.0,204900,GIL
2025-03-24,17.05,17.1,16.7,17.05,323000,GIL
2025-03-25,17.05,17.35,16.95,17.1,247500,GIL
2025-03-26,17.25,17.3,17.05,17.15,234500,GIL
2025-03-27,17.2,18.2,17.2,17.9,1599600,GIL
2025-03-28,18.0,18.1,17.7,17.7,310700,GIL
2025-03-31,17.6,18.5,17.6,18.0,481900,GIL
2025-04-01,18.2,18.25,17.65,17.75,420500,GIL
