ticker,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType
TLD,HOSE,ĐT XD và PT Đô thị Thăng Long,336.0,8633,Bất động sản,Real Estate,2009,125,5758.0,0.006,http://www.thanglongdeco.com,3.0,0.044,-0.319,-0.376,74.8,74.8,CT
VGV,UPCOM,Tư vấn Xây dựng Việt Nam,336.0,8633,Bất động sản,Real Estate,2010,3556,409.0,0.0,http://www.vncc.vn,2.7,-0.071,-0.112,-0.16,35.8,35.8,CT
IDC,HNX,IDICO,336.0,8633,Bất động sản,Real Estate,2010,1450,3799.0,0.044,http://www.idico.com.vn,3.0,-0.087,-0.303,-0.233,330.0,330.0,CT
HTN,HOSE,Hưng Thịnh Incons,336.0,8633,Bất động sản,Real Estate,2010,686,2858.0,0.008,http://www.hungthinhincons.com.vn,2.4,0.044,-0.124,-0.144,89.1,89.1,CT
LDG,HOSE,Đầu tư LDG,339.0,8637,Bất động sản,Real Estate,2010,202,309.0,0.009,https://www.ldginvestment.vn,2.5,0.044,-0.3,-0.397,239.4,240.2,CT
PTN,UPCOM,Phát triển Nhà Khánh Hòa,336.0,8633,Bất động sản,Real Estate,2010,49,37.0,0.0,http://www.phattriennhakh.vn,,0.621,0.067,,5.8,5.8,CT
AAV,HNX,Việt Tiên Sơn Địa ốc,336.0,8633,Bất động sản,Real Estate,2010,39,7892.0,0.0,http://www.viettienson.com,2.4,0.043,-0.332,-0.528,69.0,69.0,CT
FID,HNX,Đầu tư và PT doanh nghiệp VN,339.0,8637,Bất động sản,Real Estate,2010,6,164.0,0.0,http://www.vndi.vn,,-0.016,-0.313,-0.494,24.7,24.7,CT
DXS,HOSE,Dịch vụ BĐS Đất Xanh,339.0,8637,Bất động sản,Real Estate,2011,7191,1653.0,0.211,https://datxanhservices.vn,2.7,-0.014,-0.457,-0.453,453.1,453.1,CT
THD,HNX,Công ty Thaiholdings,336.0,8633,Bất động sản,Real Estate,2011,442,0.0,0.012,http://www.thaiholdings.com.vn,2.0,0.012,0.071,-0.502,350.0,350.0,CT
TEG,HOSE,TECGROUP,336.0,8633,Bất động sản,Real Estate,2011,99,506.0,0.001,https://tecgroup.com.vn/vn,3.0,-0.018,-0.119,-0.24,65.6,65.6,CT
VRE,HOSE,Vincom Retail,336.0,8633,Bất động sản,Real Estate,2012,1981,34058.0,0.32,http://www.vincom.com.vn,2.7,0.075,0.187,0.25,2272.3,2328.8,CT
AGG,HOSE,Bất động sản An Gia,336.0,8633,Bất động sản,Real Estate,2012,207,4895.0,0.049,https://angia.com.vn/,2.8,0.041,0.072,0.287,111.7,111.7,CT
VRG,UPCOM,PT Đô thị và KCN Cao su VN,336.0,8633,Bất động sản,Real Estate,2012,38,0.0,0.0,https://vrg-vn.com/,2.8,0.097,0.033,0.566,25.9,25.9,CT
LMH,UPCOM,Quoc te Holding,336.0,8633,Bất động sản,Real Estate,2012,7,0.0,0.0,https://quocteholding.vn/vi/home,,-0.12,-0.248,0.057,25.6,25.6,CT
CKG,HOSE,Xây dựng Kiên Giang,339.0,8637,Bất động sản,Real Estate,2013,270,10601.0,0.0,http://www.cickg.com,2.8,-0.073,0.089,0.167,95.3,86.6,CT
XDH,UPCOM,Đầu tư XD Dân dụng Hà Nội,336.0,8633,Bất động sản,Real Estate,2013,202,165.0,0.0,http://www.hcci.com.vn,2.9,0.248,1.734,8.919,24.6,24.6,CT
SZB,HNX,Sonadezi Long Bình,336.0,8633,Bất động sản,Real Estate,2013,94,315.0,0.069,http://www.szb.com.vn,2.9,-0.012,0.033,0.149,30.0,30.0,CT
MGR,UPCOM,Tập đoàn MGROUP,336.0,8633,Bất động sản,Real Estate,2013,0,119.0,0.0,https://www.mgroup.vn,,-0.165,-0.051,,20.0,20.0,CT
TN1,HOSE,TNS Holdings,336.0,8633,Bất động sản,Real Estate,2014,2579,660.0,0.001,http://www.tnsholdings.vn,2.8,-0.098,-0.1,-0.127,43.2,43.2,CT
NRC,HNX,Tập đoàn Danh Khôi,336.0,8633,Bất động sản,Real Estate,2014,791,3744.0,0.049,http://www.netland.com.vn,3.1,-0.102,-0.315,-0.413,92.6,88.2,CT
FIR,HOSE,Địa ốc First Real,336.0,8633,Bất động sản,Real Estate,2014,36,415.0,0.01,https://fir.vn/,3.2,0.037,0.157,1.031,44.6,44.6,CT
HU6,UPCOM,PT Nhà và Đô thị HUD6,336.0,8633,Bất động sản,Real Estate,2014,29,297.0,0.0,http://www.hud6.vn,,0.124,0.303,0.167,7.5,7.5,CT
TID,UPCOM,Tổng Công ty Tín Nghĩa,336.0,8633,Bất động sản,Real Estate,2015,1034,2433.0,0.0,http://www.tinnghiacorp.com.vn,2.4,-0.234,-0.325,-0.314,200.0,200.0,CT
KSF,HNX,Tập đoàn KSFinance,336.0,8633,Bất động sản,Real Estate,2015,402,421.0,0.0,https://ksf.vn,2.3,-0.011,0.012,0.236,300.0,300.0,CT
SSH,UPCOM,Phát triển Sunshine Homes,336.0,8633,Bất động sản,Real Estate,2015,0,243.0,0.0,https://ssh.vn,2.0,-0.023,0.041,0.212,375.0,375.0,CT
SZG,UPCOM,Sonadezi Giang Điền,336.0,8633,Bất động sản,Real Estate,2017,83,129.0,0.0,http://www.sonadezi-giangdien.vn,2.7,-0.016,0.024,,54.9,54.9,CT
BIG,UPCOM,BIG Invest Group,339.0,8637,Bất động sản,Real Estate,2017,0,140.0,0.001,https://biginvestgroup.vn,,-0.128,-0.193,,5.0,5.0,CT
PMT,UPCOM,Telvina Việt Nam,314.0,9578,Công nghệ Thông tin,Technology,1970,167,0.0,0.001,http://www.telvina.vn,,0.023,0.328,0.151,4.9,5.0,CT
VIE,UPCOM,CN Viễn thông VI TE CO,314.0,9578,Công nghệ Thông tin,Technology,1991,23,0.0,0.006,http://www.viteco.vn,,-0.116,-0.022,0.255,2.1,2.1,CT
UNI,HNX,Viễn Liên,308.0,9533,Công nghệ Thông tin,Technology,1993,16,0.0,0.016,http://www.vienlien.com.vn,1.7,-0.067,-0.102,-0.112,15.6,15.6,CT
ST8,HOSE,Thiết bị Siêu Thanh,312.0,9574,Công nghệ Thông tin,Technology,1994,563,882.0,0.49,http://www.st8.vn,3.4,0.132,-0.18,0.355,25.7,25.7,CT
ITD,HOSE,Công nghệ Tiên Phong,311.0,9572,Công nghệ Thông tin,Technology,1994,301,0.0,0.016,http://www.itd.com.vn,3.0,0.089,0.342,-0.068,21.3,21.3,CT
HIG,UPCOM,Tập Đoàn HIPT,310.0,9537,Công nghệ Thông tin,Technology,1994,101,911.0,0.002,http://www.hipt.com.vn,,-0.117,-0.147,-0.088,22.6,22.6,CT
HPT,UPCOM,DV Công nghệ Tin học HPT,310.0,9537,Công nghệ Thông tin,Technology,1995,329,471.0,0.036,http://www.hpt.vn,,-0.016,0.078,0.442,8.1,8.3,CT
SAM,HOSE,SAM Holdings,314.0,9578,Công nghệ Thông tin,Technology,1998,753,23270.0,0.007,http://www.samholdings.com.vn,2.5,-0.187,-0.314,-0.393,380.0,365.4,CT
VTC,HNX,Viễn thông VTC,314.0,9578,Công nghệ Thông tin,Technology,1999,148,1805.0,0.127,http://www.vtctelecom.com.vn,,0.074,-0.136,0.085,4.5,4.5,CT
TST,UPCOM,Dịch vụ KT Viễn Thông,308.0,9533,Công nghệ Thông tin,Technology,2000,116,0.0,0.01,http://www.tst.com.vn,,-0.016,0.203,0.243,4.8,4.8,CT
LTC,UPCOM,Điện nhẹ Viễn thông,311.0,9572,Công nghệ Thông tin,Technology,2000,85,0.0,0.022,http://www.ltc.com.vn,2.3,-0.016,-0.136,-0.407,4.6,4.6,CT
ICT,HOSE,Viễn thông - Tin học Bưu điện,310.0,9537,Công nghệ Thông tin,Technology,2001,484,639.0,0.005,http://www.ctin.vn,2.5,-0.064,-0.033,0.045,32.2,32.2,CT
ONE,HNX,Truyền thông Số 1,311.0,9572,Công nghệ Thông tin,Technology,2001,79,0.0,0.122,http://www.one.com.vn,,-0.032,-0.011,0.029,7.9,8.0,CT
FPT,HOSE,FPT Corp,310.0,9537,Công nghệ Thông tin,Technology,2002,37882,48598.0,0.49,https://www.fpt.com.vn/vi,2.7,-0.033,0.047,0.234,1097.0,1097.0,CT
SGT,HOSE,Sài Gòn Telecom,309.0,9535,Công nghệ Thông tin,Technology,2002,262,1645.0,0.111,http://www.saigontel.vn,2.2,-0.016,-0.231,-0.217,148.0,74.0,CT
ELC,HOSE,ELCOM,314.0,9578,Công nghệ Thông tin,Technology,2003,223,208.0,0.043,http://www.elcom.com.vn,2.5,0.054,-0.225,-0.329,58.8,50.9,CT
SRB,UPCOM,SARA,310.0,9537,Công nghệ Thông tin,Technology,2003,120,0.0,0.008,http://www.srb.vn,,-0.082,-0.255,-0.427,8.5,8.5,CT
CMT,UPCOM,CN mạng và Truyền thông,310.0,9537,Công nghệ Thông tin,Technology,2003,61,0.0,0.048,http://www.infonet.com.vn,,-0.164,-0.298,-0.372,7.3,8.0,CT
POT,HNX,Thiết bị Bưu điện Postef,311.0,9572,Công nghệ Thông tin,Technology,2004,358,2292.0,0.001,http://postef.com.vn,2.7,-0.18,-0.112,0.348,19.4,19.4,CT
SBD,UPCOM,Công nghệ Sao Bắc Đẩu,310.0,9537,Công nghệ Thông tin,Technology,2004,194,0.0,0.005,http://www.saobacdau.vn,,-0.025,-0.125,-0.067,11.5,11.5,CT
SRA,HNX,SARA Việt Nam,310.0,9537,Công nghệ Thông tin,Technology,2004,25,4850.0,0.005,http://www.sara.com.vn,3.3,-0.047,-0.233,-0.385,43.2,43.2,CT
CKV,HNX,CokyVina,314.0,9578,Công nghệ Thông tin,Technology,2005,2218,372.0,0.002,http://www.cokyvina.com.vn,,-0.016,0.153,0.829,4.0,4.1,CT
SMT,HNX,SAMETEL,314.0,9578,Công nghệ Thông tin,Technology,2006,169,1240.0,0.002,http://www.sametel.com.vn,,-0.291,-0.281,-0.212,5.5,5.5,CT
VAT,UPCOM,Viễn thông Vạn Xuân,314.0,9578,Công nghệ Thông tin,Technology,2006,45,104.0,0.057,http://www.vatel.com.vn,,-0.116,-0.172,-0.282,4.5,4.6,CT
VTE,UPCOM,VINACAP Kim Long,314.0,9578,Công nghệ Thông tin,Technology,2007,123,484.0,0.0,http://www.vinacap.vn,,-0.158,-0.065,0.049,15.6,15.6,CT
VEC,UPCOM,Điện tử và Tin học VN,311.0,9572,Công nghệ Thông tin,Technology,2007,66,518.0,0.0,http://www.veic.com.vn,2.8,-0.043,-0.047,-0.05,43.8,43.8,CT
VLA,HNX,PT Công nghệ Văn Lang,310.0,9537,Công nghệ Thông tin,Technology,2007,21,69.0,0.0,http://www.vla.vn,,-0.023,-0.017,4.173,2.0,2.0,CT
CMG,HOSE,Tập đoàn Công nghệ CMC,308.0,9533,Công nghệ Thông tin,Technology,2009,2365,1130.0,0.421,http://www.cmc.com.vn,2.5,0.006,-0.028,0.173,150.0,150.0,CT
KST,HNX,KASATI,314.0,9578,Công nghệ Thông tin,Technology,2009,93,0.0,0.007,http://www.kasati.com.vn,,0.121,0.467,0.096,6.0,6.0,CT
PMJ,UPCOM,Vật tư Bưu điện,314.0,9578,Công nghệ Thông tin,Technology,2015,41,234.0,0.0,http://www.potmasco.com.vn,,-0.016,0.078,0.04,1.8,1.8,CT
STT,UPCOM,Vận chuyển Sài Gòn Tourist,262.0,5759,Du lịch và Giải trí,Travel & Leisure,1976,229,399.0,0.093,http://www.saigontourist-stt.com,,-0.121,0.023,-0.287,8.0,8.0,CT
GTT,UPCOM,Thuận Thảo Group,260.0,5755,Du lịch và Giải trí,Travel & Leisure,1985,232,1849.0,0.001,http://www.thuanthao.com.vn,,-0.016,-0.065,-0.282,43.5,43.5,CT
MAS,HNX,Sân bay Đà Nẵng,262.0,5759,Du lịch và Giải trí,Travel & Leisure,1991,675,562.0,0.156,http://www.masco.com.vn,,-0.038,0.156,0.285,4.3,4.3,CT
DTI,UPCOM,Đầu tư Đức Trung,259.0,5753,Du lịch và Giải trí,Travel & Leisure,1994,12,152.0,0.0,http://www.ductrung.vn,,0.041,-0.033,-0.305,12.1,12.1,CT
VNS,HOSE,Ánh Dương Việt Nam,262.0,5759,Du lịch và Giải trí,Travel & Leisure,1995,3813,1124.0,0.196,http://www.vinasuncorp.com,2.7,0.074,-0.14,0.671,67.9,67.9,CT
SGH,HNX,Khách sạn Sài Gòn,259.0,5753,Du lịch và Giải trí,Travel & Leisure,1997,87,237.0,0.003,http://www.saigonhotel.com.vn,2.4,-0.103,0.075,0.063,12.4,12.4,CT
ATS,HNX,"ATESCO.,JSC",261.0,5757,Du lịch và Giải trí,Travel & Leisure,1998,103,109.0,0.0,http://www.atesco.vn,,-0.016,0.078,-0.181,3.5,3.5,CT
HES,UPCOM,Dịch vụ Giải trí Hà Nội,260.0,5755,Du lịch và Giải trí,Travel & Leisure,1999,259,411.0,0.0,http://www.congvienhotay.vn,,0.128,0.222,0.258,9.3,9.3,CT
HHG,HNX,Vận tải Hoàng Hà,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2001,371,246.0,0.004,http://www.hoanghaco.com.vn,,-0.016,-0.285,-0.462,34.9,34.9,CT
TCT,HOSE,Cáp treo Tây Ninh,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2001,34,906.0,0.203,http://www.catour.com.vn,3.1,0.033,-0.062,0.261,12.8,12.8,CT
SRT,UPCOM,Vận tải Đường sắt Sài Gòn,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2002,1735,1706.0,0.001,http://saigonrailway.com.vn,2.0,-0.036,0.099,-0.181,50.3,50.3,CT
HRT,UPCOM,Vận tải đường sắt Hà Nội,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2003,3622,4090.0,0.0,http://www.vantaiduongsathanoi.vn,2.6,-0.099,-0.024,-0.271,80.1,80.1,CT
DSN,HOSE,Công viên nước Đầm Sen,260.0,5755,Du lịch và Giải trí,Travel & Leisure,2003,153,339.0,0.22,http://www.damsenwaterpark.com.vn,3.2,-0.065,0.077,0.438,12.1,12.1,CT
DAH,HOSE,Tập đoàn Khách sạn Đông Á,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2003,12,327.0,0.001,https://www.mayplazahotel.com,2.7,-0.046,-0.294,-0.351,84.2,84.2,CT
CTC,HNX,Tập đoàn Hoàng Kim Tây Nguyên,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2004,165,411.0,0.018,http://gialaitourist.com.vn,,-0.074,-0.329,-0.471,15.8,15.8,CT
RIC,UPCOM,Quốc tế Hoàng Gia,260.0,5755,Du lịch và Giải trí,Travel & Leisure,2005,813,0.0,0.314,http://www.royalhalonghotel.com,2.1,0.23,-0.048,-0.333,70.4,28.7,CT
BTV,UPCOM,DV Du lịch Bến Thành,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2005,328,188.0,0.0,https://benthanhtourist.com,2.4,0.069,0.023,-0.207,25.0,25.0,CT
DLD,UPCOM,Du lịch Đắk Lắk,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2005,208,121.0,0.0,http://www.daklaktourist.com.vn,2.2,-0.016,0.016,0.506,9.3,9.3,CT
SHX,UPCOM,Sài Gòn Hỏa xa,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2005,133,122.0,0.0,http://www.saigonhoaxa.com.vn,,-0.632,-0.538,-0.273,1.7,1.7,CT
VIR,UPCOM,Du lịch Vũng Tàu,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2005,101,0.0,0.0,http://www.intourcoresort.com.vn,,-0.141,-0.047,0.088,8.2,8.2,CT
TSJ,UPCOM,Hanoi Toserco,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2005,86,190.0,0.0,http://www.tosercohanoi.com,2.7,-0.016,0.078,0.815,74.8,74.8,CT
VNG,HOSE,DL Thành Thành Công,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2006,947,2407.0,0.005,https://ttchospitality.vn,1.9,0.171,-0.003,-0.117,97.3,97.3,CT
BSG,UPCOM,Xe khách Sài Gòn,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2006,477,508.0,0.0,http://www.saigonbus.com.vn/,2.6,-0.103,0.133,0.493,60.0,60.0,CT
DSP,UPCOM,Dịch vụ Du lịch Phú Thọ,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2006,388,614.0,0.0,http://www.phuthotourist.com.vn,2.9,0.266,0.289,0.554,118.7,118.7,CT
HOT,HOSE,Du lịch - DV Hội An,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2006,122,216.0,0.001,http://www.hoiantourist.com,2.5,-0.084,0.06,0.102,8.0,8.0,CT
TPS,UPCOM,Bến bãi vận tải Sài Gòn,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2006,106,153.0,0.019,http://www.benbaivantaisaigon.com.vn,,-0.016,0.078,0.28,5.0,5.0,CT
DXL,UPCOM,Du lịch và Xuất nhập khẩu Lạng Sơn,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2006,56,84.0,0.019,http://tocolimexlangson.com,,-0.016,-0.347,0.258,4.0,4.0,CT
VJC,HOSE,Vietjet Air,257.0,5751,Du lịch và Giải trí,Travel & Leisure,2007,5842,5333.0,0.165,http://www.vietjetair.com,2.1,-0.007,0.016,0.142,541.6,541.6,CT
SKG,HOSE,Tàu Cao tốc Superdong,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2007,377,2893.0,0.367,http://www.superdong.com.vn,2.5,-0.092,-0.13,0.051,63.3,63.3,CT
VTG,UPCOM,Du lịch tỉnh BR-VT,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2007,272,183.0,0.0,http://www.vungtautourist.com.vn,,-0.016,0.078,1.493,18.6,18.6,CT
HGT,UPCOM,Du lịch Hương Giang,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2007,133,204.0,0.49,https://www.huonggiangtourist.com,,-0.016,0.078,0.953,20.0,20.0,CT
TTT,HNX,Du lịch - Thương Mại Tây Ninh,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2007,110,137.0,0.025,http://www.tanitour.com.vn,,-0.016,0.2,0.37,4.6,4.6,CT
EIN,UPCOM,Đầu tư - TM - DV Điện lực,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2007,100,0.0,0.0,http://www.ecinvest.vn,2.0,0.059,-0.159,-0.499,45.4,45.4,CT
TSD,UPCOM,Du lịch Trường Sơn Coecco,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2007,98,95.0,0.0,http://www.truongsontourist.com.vn,,-0.113,-0.019,0.392,1.3,1.3,CT
PGT,HNX,PGT Holdings,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2007,29,0.0,0.543,http://www.pgt-holdings.com,,0.018,-0.084,-0.42,9.2,9.2,CT
SCS,HOSE,DV Hàng hóa Sài Gòn,257.0,5751,Du lịch và Giải trí,Travel & Leisure,2008,501,1847.0,0.287,http://www.scsc.vn,2.8,-0.013,0.06,0.259,93.9,93.9,CT
PDC,UPCOM,Dầu khí Phương Đông,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2008,134,474.0,0.001,http://www.phuongdongpv.com.vn,,0.155,-0.049,-0.017,15.0,15.0,CT
MTC,UPCOM,Dịch Vụ Du Lịch Mỹ Trà,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2008,71,0.0,0.0,http://www.dulichmytra.com.vn,,-0.016,0.078,0.096,1.8,5.2,CT
BCV,UPCOM,Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2008,26,104.0,0.0,http://www.ksbanggiangcaobang.com.vn,,-0.016,0.078,0.343,1.8,1.8,CT
KLF,HNX,KLF Global,260.0,5755,Du lịch và Giải trí,Travel & Leisure,2009,76,11248.0,0.006,http://www.cfscorp.vn,2.6,-0.016,-0.222,-0.551,165.4,165.4,CT
ONW,UPCOM,Dịch vụ Một Thế giới,260.0,5755,Du lịch và Giải trí,Travel & Leisure,2009,9,102.0,0.147,http://www.oneworld.vn,,-0.016,0.078,-0.07,2.0,2.0,CT
HVN,HOSE,Vietnam Airlines,257.0,5751,Du lịch và Giải trí,Travel & Leisure,2010,18250,41554.0,0.059,https://www.vietnamairlines.com/vn/vi/home,2.1,-0.076,-0.11,-0.296,2214.4,2214.4,CT
KTC,UPCOM,Thương mại Kiên Giang,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2010,518,284.0,0.0,http://www.ktcvn.com.vn,2.3,-0.109,-0.112,-0.065,36.5,36.5,CT
VTD,UPCOM,Du lịch Vietourist,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2011,118,148.0,0.0,http://www.vietourist.com.vn,,-0.08,-0.191,0.028,12.0,12.0,CT
DLT,UPCOM,Du lịch và TM - Vinacomin,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2013,373,280.0,0.0,http://www.vttctravel.vn,,-0.056,0.038,0.981,2.5,2.5,CT
DSD,UPCOM,DHC Suối Đôi,260.0,5755,Du lịch và Giải trí,Travel & Leisure,2014,0,307.0,0.0,https://dhcsuoidoi.vn,2.0,-0.016,0.478,,31.1,31.1,CT
VTR,UPCOM,Du lịch Vietravel,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2015,1361,859.0,0.0,http://www.vietravel.com,2.2,0.003,-0.021,-0.053,16.7,17.3,CT
VTM,UPCOM,Đưa đón thợ mỏ - Vinacomin,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2015,955,0.0,0.0,http://www.tmcs.vn,,-0.016,0.078,0.343,3.3,3.3,CT
BLN,UPCOM,Xe buýt Liên Ninh,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2015,468,375.0,0.001,https://lienninh.com.vn,,-0.039,0.351,0.543,5.0,5.0,CT
NWT,UPCOM,Vận tải Newway,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2015,338,184.0,0.0,http://www.newwayjsc.com.vn,,-0.016,0.078,4.899,8.5,8.5,CT
TR1,UPCOM,Vận Tải 1 Traco,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2015,,0.0,0.0,http://www.traco.vn,,0.013,-0.076,0.189,4.6,4.6,CT
DNT,UPCOM,Du lịch Đồng Nai,260.0,5755,Du lịch và Giải trí,Travel & Leisure,2016,189,0.0,0.0,http://www.dulichdongnai.com.vn,,-0.016,0.277,3.543,7.3,7.5,CT
PLX,HOSE,Petrolimex,144.0,533,Dầu khí,Oil & Gas,1995,25801,15165.0,0.173,https://www.petrolimex.com.vn,2.2,-0.093,-0.126,-0.235,1270.6,1293.9,CT
PVE,UPCOM,Tư vấn Dầu khí,316.0,573,Dầu khí,Oil & Gas,2004,913,123.0,0.11,http://www.pve.vn,,-0.056,-0.065,-0.135,25.0,25.0,CT
PVC,HNX,Hóa chất và Dịch vụ Dầu khí,316.0,573,Dầu khí,Oil & Gas,2005,348,0.0,0.005,http://www.pvchem.com.vn,2.7,-0.152,-0.422,0.008,50.0,50.0,CT
PVS,HNX,DVKT Dầu khí PTSC,316.0,573,Dầu khí,Oil & Gas,2006,7538,0.0,0.161,http://www.ptsc.com.vn,2.9,-0.148,-0.133,0.016,478.0,478.0,CT
PVD,HOSE,Khoan Dầu khí PVDrilling,316.0,573,Dầu khí,Oil & Gas,2006,1958,0.0,0.166,http://www.pvdrilling.com.vn,2.6,-0.135,-0.319,-0.123,555.9,556.3,CT
POS,UPCOM,Bảo dưỡng công trình DK biển,316.0,573,Dầu khí,Oil & Gas,2007,521,339.0,0.002,http://pos.ptsc.com.vn,2.9,-0.102,-0.263,-0.256,40.0,40.0,CT
PVB,HNX,Bọc ống Dầu khí Việt Nam,316.0,573,Dầu khí,Oil & Gas,2007,158,2557.0,0.004,http://www.pvcoating.vn,2.6,-0.071,-0.339,-0.081,21.6,21.6,CT
BSR,UPCOM,Lọc - Hóa dầu Bình Sơn,144.0,533,Dầu khí,Oil & Gas,2008,1502,42624.0,0.003,http://www.bsr.com.vn,3.1,-0.203,-0.292,-0.13,3100.5,244.1,CT
OIL,UPCOM,PV Oil,144.0,533,Dầu khí,Oil & Gas,2008,711,16932.0,0.061,http://www.pvoil.com.vn,2.5,-0.142,-0.252,-0.258,1034.2,201.4,CT
PTV,UPCOM,Thương mại dầu khí,316.0,573,Dầu khí,Oil & Gas,2008,152,3691.0,0.0,http://www.petechim.com.vn,,-0.141,-0.304,-0.21,20.0,20.0,CT
TOS,UPCOM,Dịch vụ biển Tân Cảng,316.0,573,Dầu khí,Oil & Gas,2012,663,160.0,0.0,https://tancangoffshore.com,2.6,-0.013,0.023,0.05,31.0,31.0,CT
PEQ,UPCOM,Thiết bị xăng dầu Petrolimex,316.0,573,Dầu khí,Oil & Gas,2012,170,177.0,0.0,http://www.peco.com.vn,,-0.002,0.052,0.312,5.0,5.0,CT
BVS,HNX,Chứng khoán Bảo Việt,300.0,8777,Dịch vụ tài chính,Financial Services,1999,506,4227.0,0.072,http://www.bvsc.com.vn,3.2,-0.037,-0.17,-0.304,72.2,72.2,CK
SSI,HOSE,Chứng khoán SSI,300.0,8777,Dịch vụ tài chính,Financial Services,2000,1026,21151.0,0.369,http://www.ssi.com.vn,2.8,0.137,-0.019,-0.264,1489.1,1491.1,CK
MBS,HNX,Chứng khoán MB,300.0,8777,Dịch vụ tài chính,Financial Services,2000,671,16050.0,0.007,http://www.mbs.com.vn,2.8,0.061,-0.17,-0.315,380.6,267.6,CK
BSI,HOSE,Chứng khoán BIDV,300.0,8777,Dịch vụ tài chính,Financial Services,2000,223,6148.0,0.373,http://www.bsc.com.vn,3.1,0.01,-0.294,-0.356,187.3,187.8,CK
CTS,HOSE,Chứng khoán Vietinbank,300.0,8777,Dịch vụ tài chính,Financial Services,2000,175,4031.0,0.019,http://www.cts.vn,2.7,0.02,-0.254,-0.363,148.7,148.7,CK
AGR,HOSE,Agriseco,300.0,8777,Dịch vụ tài chính,Financial Services,2000,137,3968.0,0.003,https://www.agriseco.com.vn/,2.5,0.023,-0.108,-0.375,212.0,212.0,CK
HCM,HOSE,Chứng khoán TP.HCM,300.0,8777,Dịch vụ tài chính,Financial Services,2003,637,29835.0,0.407,http://www.hsc.com.vn,2.6,0.033,-0.037,-0.244,457.2,458.1,CK
VND,HOSE,Chứng khoán VNDIRECT,300.0,8777,Dịch vụ tài chính,Financial Services,2006,931,27772.0,0.177,http://www.vndirect.com.vn,2.9,0.117,-0.156,-0.281,1217.8,1217.8,CK
PHS,UPCOM,Chứng khoán Phú Hưng,300.0,8777,Dịch vụ tài chính,Financial Services,2006,355,390.0,0.831,https://www.phs.vn,2.2,-0.016,-0.151,0.118,150.0,150.0,CK
VDS,HOSE,Chứng khoán Rồng Việt,300.0,8777,Dịch vụ tài chính,Financial Services,2006,330,6083.0,0.016,http://www.vdsc.com.vn,2.6,-0.002,-0.12,-0.371,210.0,210.0,CK
EVS,HNX,Chứng khoán Everest,300.0,8777,Dịch vụ tài chính,Financial Services,2006,152,201.0,0.0,http://www.eves.com.vn,2.8,0.002,-0.084,-0.36,103.0,103.0,CK
PSI,HNX,Chứng khoán Dầu khí,300.0,8777,Dịch vụ tài chính,Financial Services,2006,137,0.0,0.151,http://www.psi.vn,2.9,-0.016,-0.265,-0.44,59.8,59.8,CK
SBS,UPCOM,Chứng khoán Sacombank,300.0,8777,Dịch vụ tài chính,Financial Services,2006,71,28119.0,0.005,http://www.sbsc.com.vn,2.2,-0.071,-0.364,-0.476,146.6,146.6,CK
TVS,HOSE,Chứng khoán Thiên Việt,300.0,8777,Dịch vụ tài chính,Financial Services,2006,67,978.0,0.294,http://www.tvs.vn,2.6,-0.06,-0.083,-0.148,107.1,107.1,CK
